0.029437,0.051465,0.089432,0.016893,0.014127,0.017735,0.019645,0.014079,0.030692,0.052209,0.08977,0.019609,0.016973,0.020182,0.021575,0.017081,-0.16406,-0.28906,-0.53906,-0.054688,-0.054688,-0.11719,-0.125,-0.054688,0.09375,0.16406,0.3125,0.03125,0.039063,0.046875,0.0625,0.03125,53,49,56,39,21,27,31,23,0.074323,0.11297,0.21297,0.050417,0.039271,0.047031,0.05099,0.036354,0.03125,0.054688,0.03125,0.039063,0.03125,0.046875,0.023438,0.023438,0.017896,0.02666,0.04566,0.013029,0.010639,0.011585,0.011896,0.010152,4.3672,6.6563,11.773,2.9219,2.3594,2.6797,2.8047,2.3516,2,3,6,0,0,1,1,0,1
0.03506,0.025699,0.025286,0.020039,0.012505,0.016996,0.017674,0.014974,0.036073,0.027496,0.02737,0.022152,0.01569,0.019411,0.019692,0.017792,-0.19531,-0.20313,-0.14844,-0.085938,-0.046875,-0.085938,-0.10156,-0.09375,0.21875,0.070313,0.10156,0.09375,0.039063,0.039063,0.0625,0.039063,47,49,44,43,30,31,31,26,0.084427,0.064271,0.064375,0.053802,0.036771,0.044271,0.045521,0.037448,0.046875,0.03125,0.039063,0.039063,0.03125,0.023438,0.023438,0.015625,0.018753,0.015962,0.01583,0.013603,0.0092625,0.012231,0.011045,0.010408,4.5156,3.7109,3.6406,3.0547,2.0391,2.9375,2.5859,2.3906,3,2,2,2,0,0,1,1,1
0.043982,0.033187,0.071985,0.0189,0.016712,0.025793,0.025291,0.020268,0.044961,0.034351,0.072402,0.021041,0.019401,0.027206,0.026631,0.022381,-0.39844,-0.21875,-0.59375,-0.085938,-0.10156,-0.14063,-0.10156,-0.14063,0.14844,0.10156,0.40625,0.078125,0.0625,0.15625,0.15625,0.10938,43,47,53,35,21,33,33,22,0.087448,0.0775,0.15547,0.0525,0.043021,0.06,0.056979,0.049792,0.046875,0.023438,0.039063,0.054688,0.03125,0.023438,0.015625,0.023438,0.020696,0.01996,0.031064,0.012604,0.010999,0.013546,0.013979,0.011354,5.1953,4.9375,8.2813,2.7969,2.3125,3.4297,3.4609,2.7813,3,2,4,0,1,2,1,2,1
0.032677,0.031038,0.033345,0.020213,0.01629,0.028113,0.027834,0.019944,0.033778,0.032369,0.03502,0.022353,0.019041,0.029529,0.02912,0.021376,-0.23438,-0.15625,-0.19531,-0.0625,-0.078125,-0.125,-0.13281,-0.125,0.10938,0.085938,0.125,0.078125,0.046875,0.13281,0.14063,0.0625,50,39,46,33,21,33,37,24,0.074115,0.07526,0.091667,0.057656,0.041719,0.061667,0.061354,0.045312,0.0625,0.039063,0.054688,0.039063,0.023438,0.03125,0.039063,0.015625,0.018844,0.018915,0.021465,0.015071,0.011445,0.016604,0.016042,0.011526,4.1797,4.3125,5.1484,3.1172,2.4453,3.8281,3.5859,2.4141,2,1,1,0,0,2,2,1,1
0.032101,0.02958,0.035939,0.037279,0.014564,0.022579,0.018042,0.015792,0.033035,0.030936,0.037391,0.038332,0.017597,0.024399,0.019908,0.01811,-0.15625,-0.15625,-0.15625,-0.15625,-0.070313,-0.10156,-0.078125,-0.070313,0.11719,0.10938,0.15625,0.24219,0.03125,0.085938,0.0625,0.046875,47,50,56,44,32,31,34,34,0.076979,0.082083,0.099375,0.093594,0.038698,0.049375,0.044375,0.039167,0.046875,0.03125,0.03125,0.03125,0.015625,0.03125,0.023438,0.03125,0.020396,0.019417,0.023319,0.021162,0.010621,0.013417,0.01205,0.010544,4.5078,4.4531,5.7813,4.7969,2.5234,3.1016,2.7891,2.3516,2,1,6,4,0,1,0,0,1
0.034332,0.029158,0.027977,0.025456,0.01508,0.02367,0.025631,0.018851,0.035562,0.030472,0.029384,0.027176,0.01777,0.025444,0.027266,0.020837,-0.28906,-0.19531,-0.13281,-0.085938,-0.085938,-0.16406,-0.14844,-0.10938,0.070313,0.085938,0.085938,0.125,0.03125,0.09375,0.125,0.09375,34,41,44,41,29,32,41,20,0.076719,0.069687,0.074635,0.073177,0.039167,0.050052,0.057604,0.044323,0.03125,0.054688,0.054688,0.078125,0.03125,0.023438,0.023438,0.03125,0.018629,0.017314,0.019967,0.017785,0.011383,0.012619,0.014542,0.011053,4.2734,3.9453,4.0156,4.0156,2.4219,3.1641,3.7734,2.6641,2,2,1,2,0,2,2,2,1
0.039009,0.042475,0.032714,0.026807,0.014755,0.019687,0.020731,0.016432,0.039897,0.043405,0.03412,0.028527,0.017329,0.021679,0.022732,0.018923,-0.34375,-0.30469,-0.1875,-0.125,-0.070313,-0.10938,-0.13281,-0.085938,0.10156,0.15625,0.10938,0.15625,0.046875,0.078125,0.046875,0.046875,52,57,53,44,33,37,37,34,0.090208,0.10135,0.091615,0.076927,0.040885,0.04901,0.052656,0.040521,0.015625,0.046875,0.03125,0.03125,0.03125,0.023438,0.023438,0.03125,0.020067,0.023626,0.021392,0.017854,0.010619,0.012454,0.013004,0.011174,5.0156,5.3438,4.875,4.2578,2.5,2.9688,3.2266,2.6953,2,2,3,2,0,2,1,0,1
0.031101,0.032603,0.022226,0.020767,0.013527,0.017255,0.019091,0.01416,0.032369,0.033952,0.024523,0.022616,0.016817,0.019713,0.021281,0.016744,-0.22656,-0.14063,-0.10938,-0.085938,-0.054688,-0.054688,-0.078125,-0.054688,0.15625,0.125,0.046875,0.054688,0.046875,0.046875,0.085938,0.046875,48,40,46,44,31,28,36,34,0.075052,0.073333,0.063958,0.064219,0.039219,0.042656,0.048542,0.038385,0.039063,0.03125,0.054688,0.054688,0.039063,0.023438,0.039063,0.023438,0.017649,0.019648,0.016214,0.015017,0.01044,0.012299,0.012596,0.0097708,4.4531,4.7266,3.6875,3.5625,2.3516,2.9688,3.0469,2.3828,2,1,0,0,0,0,0,0,1
0.046904,0.03827,0.027714,0.027727,0.012447,0.014541,0.015139,0.014557,0.047688,0.039265,0.029502,0.029266,0.015934,0.017176,0.017364,0.016997,-0.36719,-0.17188,-0.17969,-0.10938,-0.046875,-0.070313,-0.078125,-0.09375,0.20313,0.23438,0.078125,0.125,0.03125,0.039063,0.078125,0.054688,55,40,56,47,24,27,23,27,0.096042,0.077813,0.07776,0.085573,0.035469,0.037344,0.039375,0.038698,0.054688,0.054688,0.039063,0.039063,0.03125,0.023438,0.03125,0.03125,0.022936,0.018607,0.017892,0.018931,0.0096375,0.010029,0.0095208,0.0095069,5.8438,4.6016,4.4219,4.7109,2.1406,2.3047,2.2656,2.3047,3,2,4,1,0,0,1,1,1
0.029022,0.029154,0.024793,0.023246,0.013331,0.019399,0.021203,0.018622,0.030311,0.03085,0.026897,0.025033,0.016474,0.021791,0.023035,0.020542,-0.14063,-0.14063,-0.085938,-0.09375,-0.070313,-0.10938,-0.10156,-0.09375,0.1875,0.19531,0.09375,0.078125,0.03125,0.078125,0.13281,0.125,36,42,58,45,36,28,31,21,0.066927,0.068437,0.075417,0.073073,0.035365,0.042292,0.051146,0.04375,0.03125,0.03125,0.0625,0.054688,0.03125,0.015625,0.015625,0.015625,0.015546,0.017101,0.018029,0.016718,0.010701,0.011288,0.012092,0.0099257,3.3203,3.8906,4.4063,4.0391,2.3125,2.7109,2.8047,2.3438,3,3,1,2,0,2,2,2,1
